Artist,Country,PtsPoints,R/O,RankRanking,broadcaster,composers,contest_id,final_type,id,song,url,writers
Liam Reilly,Ireland,132,17,2,RTÉ,Liam Reilly,d8b7735d-a1a6-3984-96c7-e5df23f811db,final,1589e02b-a028-3fe7-9b99-f91d3f2693cd,Somewhere In Europe,/participant/liam-reilly,-
Edin-Ådahl,Sweden,24,18,16,SVT,Mikael Wendt,d8b7735d-a1a6-3984-96c7-e5df23f811db,final,c8c244a4-745b-3e65-83e0-05822543770e,Som En Vind,/participant/edin-aadahl,-
Toto Cutugno,Italy,149,19,1,RAI,Toto Cutugno,d8b7735d-a1a6-3984-96c7-e5df23f811db,final,e9f1d0de-9cad-3dd0-9e40-6e21ecddbc76,Insieme: 1992,/participant/toto-cutugno,-
Simone,Austria,58,20,10,ORF,"Wolfgang Berry, Nana Berry",d8b7735d-a1a6-3984-96c7-e5df23f811db,final,34826c52-39aa-3b19-b674-4c8526354805,Keine Mauern Mehr,/participant/simone,Mario Botazzi
Haris Anastasiou,Cyprus,36,21,14,CyBC,John Vickers,d8b7735d-a1a6-3984-96c7-e5df23f811db,final,d7ccc5c1-3ba4-3c4b-8d0c-59cfc09494e4,Milas Poli,/participant/haris-anastasiou,Haris Anastasiou
Beat,Finland,8,22,21,YLE,"Kim Engblom, Janne Engblom, Tina Krause",d8b7735d-a1a6-3984-96c7-e5df23f811db,final,1c7ec69e-5c16-3540-9b03-3788ebb1bf37,Fri?,/participant/beat,Stina Engblom
Anna Oxa and Fausto Leali,Italy,56,01,9,RAI,Franco Fasano,4f062caf-79f6-3428-9273-242507acaa14,final,eaa400a3-c7c7-3910-96dc-d214eef36b8e,Avrei Voluto,/participant/anna-oxa-and-fausto-leali,"Franco Ciani, Franco Berlincioni"
Gili ve Galit,Israel,50,02,12,IBA,Shaike Paikov,4f062caf-79f6-3428-9273-242507acaa14,final,3e667dcc-f293-38eb-89c6-bfa3efa38288,Derech Ha'melech,/participant/gili-ve-galit,-
Kiev Connolly and the Missing Passengers,Ireland,21,03,18,RTÉ,Kiev Connolly,4f062caf-79f6-3428-9273-242507acaa14,final,3f7d3814-25d5-37cb-bc13-02eca4dd5cbc,The Real Me,/participant/kiev-connolly-and-the-missing-passengers,-
Justine Pelmelay,The Netherlands,45,04,15,NOS,Jan Kisjes,4f062caf-79f6-3428-9273-242507acaa14,final,4a70ea20-b5dd-3f8d-abff-b0a475e201fd,Blijf Zoals Je Bent,/participant/justine-pelmelay,"Cees Bergman, Geert-Jan Hessing, Aart Mol, Erwin van Prehn, Elmer Veerhoff"
Pan,Turkey,5,05,21,TRT,Timur Selçuk,4f062caf-79f6-3428-9273-242507acaa14,final,f4042bc2-be4e-3f9d-9f5d-1a9b53eb8c63,Bana Bana,/participant/pan,-
Ingeborg,Belgium,13,06,19,BRT,Stef Bos,4f062caf-79f6-3428-9273-242507acaa14,final,2014cf28-3239-3d53-99af-8ebda2fdaf8f,Door De Wind,/participant/ingeborg,-
Live Report,United Kingdom,130,07,2,BBC,John Beeby,4f062caf-79f6-3428-9273-242507acaa14,final,92f14d0e-98d5-30b7-a783-6859d831603a,Why Do I Always Get It Wrong,/participant/live-report,Brian Hodgson
Britt Synnøve Johansen,Norway,30,08,17,NRK,Inge Enoksen,4f062caf-79f6-3428-9273-242507acaa14,final,2aad1a7b-f844-316b-84a8-9953f00b7fb1,Venners Nærhet,/participant/britt-synnoeve-johansen,Leiv N. Grøtte
Da Vinci,Portugal,39,09,16,RTP,Ricardo,4f062caf-79f6-3428-9273-242507acaa14,final,64960062-aab3-3969-92c2-a564d129bb3b,Conquistador,/participant/da-vinci,Pedro Luis
Tommy Nilsson,Sweden,110,10,4,SVT,"Tim Norell, Ola Håkansson, Alexander Bard",4f062caf-79f6-3428-9273-242507acaa14,final,75369863-992f-32fe-b8ca-89be283b5301,En Dag,/participant/tommy-nilsson,"Tim Norell, Ola Håkansson"
Park Café,Luxembourg,8,11,20,CLT,"Maggie Parke, Gast Waltzing",4f062caf-79f6-3428-9273-242507acaa14,final,ea0b737a-c8eb-397a-8277-bc38c453fd9f,Monsieur,/participant/park-cafe,"Maggie Parke, Bernard Loncheval, Yves Lacomblez"
Birthe Kjær,Denmark,111,12,3,DR,Søren Bundgård,4f062caf-79f6-3428-9273-242507acaa14,final,fd6a53ec-063a-363f-86dc-28cf55b94457,Vi Maler Byen Rød,/participant/birthe-kjaer,Keld Heick
Thomas Forstner,Austria,97,13,5,ORF,Dieter Bohlen,4f062caf-79f6-3428-9273-242507acaa14,final,98dfb5e3-d86a-3752-bd7d-02eaabb05074,Nur Ein Lied,/participant/thomas-forstner,Joachim Horn-Bernges
Anneli Saaristo,Finland,76,14,7,YLE,Matti Puurtinen,4f062caf-79f6-3428-9273-242507acaa14,final,0c7df19a-b086-3741-ae84-68d2359dd5d9,La Dolce Vita,/participant/anneli-saaristo,Turkka Mali
Nathalie Pâque,France,60,15,8,A2F,"Guy Matteoni, G.G. Candy",4f062caf-79f6-3428-9273-242507acaa14,final,6383b77e-d4c4-3ea3-808f-419714458f62,J'ai Volé La Vie,/participant/nathalie-paque,Sylvain Lebel
Nina,Spain,88,16,6,TVE,Juan Carlos Calderón,4f062caf-79f6-3428-9273-242507acaa14,final,01c7d61e-be4b-3214-8647-68a84816e6ad,Nacida Para Amar,/participant/nina,-
Fanny Polymeri and Yiannis Savvidakis,Cyprus,51,17,11,CyBC,Marios Meletiou,4f062caf-79f6-3428-9273-242507acaa14,final,f7f4d16c-4fb4-3e9d-af10-c315ffb43610,Apopse As Vrethoume,/participant/fanny-polymeri-and-yiannis-savvidakis,Efi Meletiou
Furbaz,Switzerland,47,18,13,SSR SRG,Marie-Louise Werth,4f062caf-79f6-3428-9273-242507acaa14,final,fa62c5ed-06ca-335d-bc7e-bb17d48c981d,Viver Senza Tei,/participant/furbaz,-
Marianna,Greece,56,19,9,ERT,"Yiannis Kyris, Marianna Efstratiou",4f062caf-79f6-3428-9273-242507acaa14,final,8d432a7f-2bcb-33ed-b774-7859d620e26b,To Diko Sou Asteri,/participant/marianna,Villy Sanianou
Daníel Augúst Haraldsson,Iceland,-,20,22,RÚV,Valgeir Guðjónsson,4f062caf-79f6-3428-9273-242507acaa14,final,165fb35c-8731-38aa-ae23-4b18e2f29882,Það Sem Enginn Sér,/participant/daniel-august-haraldsson,-
Nino de Angelo,Germany,46,21,14,ARD,Dieter Bohlen,4f062caf-79f6-3428-9273-242507acaa14,final,a85a495b-9259-3d52-b453-2d0b38151fdf,Flieger,/participant/nino-de-angelo,Joachim Horn-Bernges
Riva,Yugoslavia,137,22,1,JRT,Rajko Dujmic,4f062caf-79f6-3428-9273-242507acaa14,final,04804c32-c134-36a0-abde-945829879669,Rock Me,/participant/riva,Stevo Cvikic
Beathoven,Iceland,20,01,16,RÚV,Sverrir Stormsker,587a38c5-9e57-3a60-91ec-4355c21ef455,final,c27edf1e-cf0c-3727-b0fa-e5461a61b34a,Sókrates,/participant/beathoven,-
Tommy Körberg,Sweden,52,02,12,SVT,Py Bäckman,587a38c5-9e57-3a60-91ec-4355c21ef455,final,511edafb-648c-3690-8d0b-5407de53d545,Stad I Ljus,/participant/tommy-koerberg-1,-
Boulevard,Finland,3,03,20,YLE,Pepe Willberg,587a38c5-9e57-3a60-91ec-4355c21ef455,final,9d6b971d-761a-3094-a613-720241a0b062,Nauravat Silmät Muistetaan,/participant/boulevard,Kirsti Willberg
Scott Fitzgerald,United Kingdom,136,04,2,BBC,Julie Forsyth,587a38c5-9e57-3a60-91ec-4355c21ef455,final,266e0e05-8365-356f-b81c-525ad0e80823,Go,/participant/scott-fitzgerald,-
MFÖ,Turkey,37,05,15,TRT,"Mazhar Alanson, Fuat Güner and Özkan Ugu",587a38c5-9e57-3a60-91ec-4355c21ef455,final,cf4ca15d-54ae-3527-adba-242828a8d66c,Sufi (hey Ya Hey),/participant/mfoe-1,Mazhar Alanson
La Década,Spain,58,06,11,TVE,Enrique Piero,587a38c5-9e57-3a60-91ec-4355c21ef455,final,f4151a3f-dc01-3454-9dd9-226a326882b9,La Chica Que Yo Quiero (made In Spain),/participant/la-decada,Francisco Dondiego
Gerard Joling,The Netherlands,70,07,9,NOS,Peter de Wijn,587a38c5-9e57-3a60-91ec-4355c21ef455,final,be492791-ebc1-3567-86ba-fe8a15e2230d,Shangri-la,/participant/gerard-joling,-
Yardena Arazi,Israel,85,08,7,IBA,Boris Dimitshtein,587a38c5-9e57-3a60-91ec-4355c21ef455,final,c7c552cb-fd71-3704-baf1-2ccc0cc0f858,Ben Adam,/participant/yardena-arazi,Ehud Manor
Céline Dion,Switzerland,137,09,1,SSR SRG,Atilla Sereftug,587a38c5-9e57-3a60-91ec-4355c21ef455,final,3898506c-99e9-3996-8831-93d31a4c5893,Ne Partez Pas Sans Moi,/participant/celine-dion,Nella Martinetti
Jump the Gun,Ireland,79,10,8,RTÉ,Peter Eades,587a38c5-9e57-3a60-91ec-4355c21ef455,final,b5bf80cc-d797-377e-88af-9c23b17031ec,Take Him Home,/participant/jump-the-gun,-
Maxi and Chris Garden,Germany,48,11,14,ARD,Ralph Siegel,587a38c5-9e57-3a60-91ec-4355c21ef455,final,168e4a57-6076-34fe-822d-856d22db2bfb,Lied Für Einen Freund,/participant/maxi-and-chris-garden,Bernd Meinunger
Wilfried,Austria,-,12,21,ORF,"Wilfried Scheutz, Klaus Kofler, Ronnie Herbholzheimer",587a38c5-9e57-3a60-91ec-4355c21ef455,final,ae651355-ba50-37a1-aa73-f7cf77c2a8ba,Lisa Mona Lisa,/participant/wilfried,-
Hot Eyes,Denmark,92,13,3,DR,Søren Bundgård,587a38c5-9e57-3a60-91ec-4355c21ef455,final,41921d2d-ab2b-3e6a-a89e-2e6dd32902c1,Ka' Du Se Hva' Jeg Sa',/participant/hot-eyes-2,Keld Heick
Aphroditi Fryda,Greece,10,14,17,ERT,Dimitris Sakislis,587a38c5-9e57-3a60-91ec-4355c21ef455,final,e5736c67-0047-3169-9a5f-1cc1a9da50fa,Kloun,/participant/aphroditi-fryda,-
Karoline Krüger,Norway,88,15,5,NRK,Anita Skorgan,587a38c5-9e57-3a60-91ec-4355c21ef455,final,14e6f921-842f-36a8-b8c4-be066fd0d2c6,For Vår Jord,/participant/karoline-krueger,Erik Hillestad
Reynaert,Belgium,5,16,18,RTBF,"Joseph Reynaerts, Dany Willem",587a38c5-9e57-3a60-91ec-4355c21ef455,final,7e0a6a81-db8c-3ed3-82c0-9e720aa9173d,Laissez Briller Le Soleil,/participant/reynaert,"Joseph Reynaerts, Philippe Anciaux"
Lara Fabian,Luxembourg,90,17,4,CLT,Jacques Cardona,587a38c5-9e57-3a60-91ec-4355c21ef455,final,6eae7c30-84dd-3aa2-b1eb-e67efd8349a5,Croire,/participant/lara-fabian,Alain Garcia
Luca Barbarossa,Italy,52,18,12,RAI,Luca Barbarossa,587a38c5-9e57-3a60-91ec-4355c21ef455,final,31cc42cc-8771-3e31-8b86-4877df227893,Ti Scrivo,/participant/luca-barbarossa,-
Gérard Lenorman,France,64,19,10,A2F,Gérard Lenorman,587a38c5-9e57-3a60-91ec-4355c21ef455,final,015e98eb-d709-3201-b214-d51faa6d8196,Chanteur De Charme,/participant/gerard-lenorman,"Gérard Lenorman, Claude Lemesle"
Dora,Portugal,5,20,18,RTP,"José Calvário, José Niza",587a38c5-9e57-3a60-91ec-4355c21ef455,final,7ee6ab2e-4378-3350-b241-fa1f8305485a,Voltarei,/participant/dora-1,-
Srebrna Krila,Yugoslavia,87,21,6,JRT,Rajko Dujmic,587a38c5-9e57-3a60-91ec-4355c21ef455,final,d82a586a-4aac-31b7-866f-463794929600,Mangup,/participant/srebrna-krila,"Stevo Cvikic, Rajko Dujmic"
Kate Gulbrandsen,Norway,65,01,9,NRK,Rolf Løvland,e7433066-38f0-33cd-b926-9de457a48384,final,0b441cb0-290d-3a42-93ff-0508b884219d,Mitt Liv,/participant/kate-gulbrandsen,"Hanne Krogh, Rolf Løvland"
Datner and Kushnir,Israel,73,02,8,IBA,Zohar Laskov,e7433066-38f0-33cd-b926-9de457a48384,final,479bfecb-d275-37aa-93a6-b95a4278ea97,Shir Habatlanim,/participant/datner-and-kushnir,-
Gary Lux,Austria,8,03,20,ORF,Kenneth Westmore,e7433066-38f0-33cd-b926-9de457a48384,final,67441d03-ad90-3597-aa15-c8223898df55,Nur Noch Gefühl,/participant/gary-lux-1,Stefanie Werger
Halla Margarét,Iceland,28,04,16,RÚV,Valgeir Guðjónsson,e7433066-38f0-33cd-b926-9de457a48384,final,717466e3-0a67-32ca-bada-d032e31396b0,Hægt Og Hljótt,/participant/halla-margaret,-
Liliane Saint-Pierre,Belgium,56,05,11,BRT,"Liliane Keuninckx, Gyuri Spies, Marc de Coen",e7433066-38f0-33cd-b926-9de457a48384,final,f198d10e-f849-3288-8c9e-2a869d0ffb52,Soldiers Of Love,/participant/liliane-saint-pierre,-
Lotta Engberg,Sweden,50,06,12,SVT,Mikael Wendt,e7433066-38f0-33cd-b926-9de457a48384,final,dc3e9ec5-ba91-3523-888a-7eb4c625b6df,Boogaloo,/participant/lotta-engberg,Christer Lundh
Umberto Tozzi and Raf,Italy,103,07,3,RAI,"Umberto Tozzi, Raf Riefoli",e7433066-38f0-33cd-b926-9de457a48384,final,e001c7a6-826e-3398-a93a-0488f67ec8b4,Gente Di Mare,/participant/umberto-tozzi-and-raf,Giancarlo Bigazzi
Nevada,Portugal,15,08,18,RTP,"Alfredo Azinheira, Jorge Mendes",e7433066-38f0-33cd-b926-9de457a48384,final,f126879e-6bc3-3eda-8998-904f5390f90f,Neste Barco à Vela,/participant/nevada,Alfredo Azinheira
Patricia Kraus,Spain,10,09,19,TVE,"Rafael Martínez, Rafael Trabucchelli",e7433066-38f0-33cd-b926-9de457a48384,final,ede4bcbc-9665-360e-9b49-e86a02cb5359,No Estás Solo,/participant/patricia-kraus,Patricia Kraus
Seyyal Tanner and Lokomotif,Turkey,-,10,22,TRT,Olcayto Ahmet Tugsuz,e7433066-38f0-33cd-b926-9de457a48384,final,63ac7898-3ab1-3388-9136-a7bbce014bb2,Sarkim Sevgi üstüne,/participant/seyyal-tanner-and-lokomotif,-
Bang,Greece,64,11,10,ERT,"Thanos Kalliris, Vassilis Dertilis",e7433066-38f0-33cd-b926-9de457a48384,final,f17cdaaa-611a-3a93-ac86-c6f083a0c2b2,Stop!,/participant/bang,-
Marcha,The Netherlands,83,12,5,NOS,Peter Koelewijn,e7433066-38f0-33cd-b926-9de457a48384,final,d34c2208-1ca0-3e72-95c8-554389a0cb44,Rechtop In De Wind,/participant/marcha,-
Plastic Bertrand,Luxembourg,4,13,21,CLT,"Roger Jouret, Alec Mansion",e7433066-38f0-33cd-b926-9de457a48384,final,e2e14326-b092-3a22-bb06-f8a22d441874,Amour Amour,/participant/plastic-bertrand,-
Rikki,United Kingdom,47,14,13,BBC,Richard Peebles,e7433066-38f0-33cd-b926-9de457a48384,final,a76926ac-8124-3254-ab0c-d3370fa293b4,Only The Light,/participant/rikki,-
Christine Minier,France,44,15,14,A2F,Marc Minier,e7433066-38f0-33cd-b926-9de457a48384,final,5ad39567-d402-36d8-8bcd-3367a16ce261,Les Mots D'amour N'ont Pas De Dimanche,/participant/christine-minier,Gérard Curci
Wind,Germany,141,16,2,ARD,Ralph Siegel,e7433066-38f0-33cd-b926-9de457a48384,final,260ddd72-5b9f-39f2-ae2c-b849a1bd1907,Laß Die Sonne In Dein Herz,/participant/wind-1,Bernd Meinunger
Alexia,Cyprus,80,17,7,CyBC,Andreas Papapavlou,e7433066-38f0-33cd-b926-9de457a48384,final,0a1c2b0a-37c9-3e88-befa-e4a054b50288,Aspro Mavro,/participant/alexia,Maria Papapavlou
Vicky Rosti,Finland,32,18,15,YLE,Petri Laaksonen,e7433066-38f0-33cd-b926-9de457a48384,final,448e0fc5-5e3d-3ccf-9f6e-ce7aaebdc089,Sata Salamaa,/participant/vicky-rosti,Veli-Pekka Lehto
Anne-Catherine Herdorf and Bandjo,Denmark,83,19,5,DR,Helga Engelbrecht,e7433066-38f0-33cd-b926-9de457a48384,final,946f3651-0e0b-30ef-88d1-9346c042b290,En Lille Melodi,/participant/anne-catherine-herdorf-and-bandjo,Jacob Jonia
Johnny Logan,Ireland,172,20,1,RTÉ,Sean Sherrard,e7433066-38f0-33cd-b926-9de457a48384,final,7d04e9b1-42fa-3eec-82c3-64746237b653,Hold Me Now,/participant/johnny-logan-1,-
Novi Fosili,Yugoslavia,92,21,4,JRT,Rajko Dujmic,e7433066-38f0-33cd-b926-9de457a48384,final,1e49b97d-7614-3836-8d0e-839b3869ffc0,Ja Sam Za Ples,/participant/novi-fosili,Stevo Cvikic
Carole Rich,Switzerland,26,22,17,SSR SRG,Jean-Jacques Egli,e7433066-38f0-33cd-b926-9de457a48384,final,2010176c-17ad-3600-bd13-ac65008678a6,Moitié Moitié,/participant/carole-rich,-
Sherisse Laurence,Luxembourg,117,01,3,CLT,Rolf Soja,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,51d675a7-dd90-3df7-91f0-f504cf032b54,L'amour De Ma Vie,/participant/sherisse-laurence,"Alain Garcia, Frank Dostal"
Doris Dragovic,Yugoslavia,49,02,11,JRT,Zrinko Tutic,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,b022a4bb-3398-3a44-940d-417edcb1c428,Zeljo Moja,/participant/doris-dragovic,-
Cocktail Chic,France,13,03,17,A2F,"Georges Costa, Michel Costa",0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,45829e4c-4ad0-3ce4-a63b-e38f937f3692,Européennes,/participant/cocktail-chic,-
Ketil Stokkan,Norway,44,04,12,NRK,Ketil Stokkan,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,0246f9ea-df80-315e-b0ef-6ef2e912a90e,Romeo,/participant/ketil-stokkan,-
Ryder,United Kingdom,72,05,7,BBC,Brian Wade,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,edebbefe-b6cf-3264-89fd-fe5b2d132ee0,Runner In The Night,/participant/ryder,Maureen Darbyshire
Icy,Iceland,19,06,16,RÚV,Magnús Eiríksson,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,f93de085-b5d7-3715-85fc-193d28afdc5d,Gleðibankinn,/participant/icy,-
Frizzle Sizzle,The Netherlands,40,07,13,NOS,"Peter Schön, Rob ten Bokum",0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,fad785fc-2312-3ee2-8dc3-552501ac6b0c,Alles Heeft Ritme,/participant/frizzle-sizzle,Peter Schön
Klips ve Onlar,Turkey,53,08,9,TRT,Melih Kibar,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,0caa1984-76ea-36dc-a47b-5900fca917af,Halley,/participant/klips-ve-onlar,Ilhan Irem
Cadillac,Spain,51,09,10,TVE,José Maria Guzmán,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,a648ec02-c079-3d7f-9ae4-c9e507fb473f,Valentino,/participant/cadillac,-
Daniela Simons,Switzerland,140,10,2,SSR SRG,Atilla Sereftug,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,0e3c99b9-176a-3973-b9ac-083e3be711ca,Pas Pour Moi,/participant/daniela-simons,Nella Martinetti
Moti Galadi and Sarai Tzuriel,Israel,7,11,19,IBA,Yoram Zadok,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,65565353-cddc-3d31-9ab0-85a13a23e712,Yavoh Yom,/participant/moti-galadi-and-sarai-tzuriel,Moti Galadi
Luv Bug,Ireland,96,12,4,RTÉ,Kevin Sheerin,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,8ebab703-96db-37c5-80e7-6d17196e1eac,You Can Count On Me,/participant/luv-bug,-
Sandra Kim,Belgium,176,13,1,RTBF,"Jean-Pierre Furnémont, Angelo Crisci",0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,01fe5e18-2694-365c-97ef-89162d1790e0,J'aime La Vie,/participant/sandra-kim,Rosario Marino Atria
Ingrid Peters,Germany,62,14,8,ARD,Hans Blüm,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,41b3d0c7-c446-35fd-9e3d-9f2246828c25,Über Die Brücke Geh'n,/participant/ingrid-peters,-
Elpida,Cyprus,4,15,20,CyBC,Petros Yiannaki,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,992c9a13-5258-38c0-bf81-53ef608a786d,Tora Zo,/participant/elpida-1,"Phivos Gavris, Petros Yiannaki"
Timna Brauer,Austria,12,16,18,ORF,Peter Janda,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,6f141a98-d83b-33e0-93e9-82f1ce00ad5f,Die Zeit Ist Einsam,/participant/timna-brauer,Peter Cornelius
Lasse Holm and Monica Törnell,Sweden,78,17,5,SVT,Lasse Holm,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,957e4634-7e0f-3c43-8ff3-6b709996e8dc,E' De' Det Här Du Kallar Kärlek,/participant/lasse-holm-and-monica-toernell,-
Lise Haavik and Trax,Denmark,77,18,6,DR,John Hatting,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,b0ce1696-240e-3580-b4a9-c26f86951ce0,Du Er Fuld Af Løgn,/participant/lise-haavik-and-trax,-
Kari Kuivalainen,Finland,22,19,15,YLE,Kari Kuivalainen,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,ed846ed5-f5af-318e-8de3-0412a79d0008,Päivä Kahden Ihmisen,/participant/kari-kuivalainen,-
Dora,Portugal,28,20,14,RTP,"Guilherme Inês, Zé da Ponte, Luis Oliveira",0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,59ebf887-f4a6-304f-9d1a-5230e4657055,Não Sejas Mau Para Mim,/participant/dora,-
Maria Christian,Ireland,91,01,6,RTÉ,Brendan J. Graham,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,19a3b5cc-af91-3a19-af33-2e456430d1f1,Wait Until The Weekend Comes,/participant/maria-christian,-
Sonja Lumme,Finland,58,02,9,YLE,Petri Laaksonen,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,d1fe99a8-a1fa-31e4-ad05-48453620ef90,Eläköön Elämä,/participant/sonja-lumme,Veli-Pekka Lehto
Lia Vishy,Cyprus,15,03,16,CyBC,Lia Vishy-Piliouri,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,d8369025-0a05-3cc2-a41d-1f9616272e51,To Katalava Arga,/participant/lia-vishy,-
Hot Eyes,Denmark,41,04,11,DR,Søren Bundgård,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,fb218ed0-5651-376c-85d7-5baa15d6d146,Sku' Du Spør Fra No'n,/participant/hot-eyes-1,Keld Heick
Paloma San Basilio,Spain,36,05,14,TVE,Juan Carlos Calderón,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,2c023c02-6127-3480-9714-fbe020db8e71,La Fiesta Terminó,/participant/paloma-san-basilio,-
Roger Bens,France,56,06,10,A2F,Didier Pascalis,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,21a8e7fb-9ad9-3fe8-a55c-0add3746da68,Femme Dans Ses Rêves Aussi,/participant/roger-bens,-
MFÖ,Turkey,36,07,14,TRT,"Mazhar Alanson, Fuat Güner, Özkan Ugur",5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,7898832d-debe-3fc0-98b7-63e53876b21c,Di Dai Di Dai Dai (a'sik Oldum),/participant/mfoe,-
Linda Lepomme,Belgium,7,08,19,BRT,Pieter Verlinden,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,7bcf9689-0526-3334-aa55-b0eb7f51a954,Laat Me Nu Gaan,/participant/linda-lepomme,Bert Vivier
Adelaïde,Portugal,9,09,18,RTP,Tózé Brito,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,45ea656e-2cd0-3836-962a-40d9304c6efd,"Penso Em Ti, Eu Sei",/participant/adelaide,"Adelaïde Ferreira, Luis Fernando"
Wind,Germany,105,10,2,ARD,Hanne Haller,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,a906b2c8-0742-31b8-9811-76389503cc5c,Für Alle,/participant/wind,-
Izhar Cohen,Israel,93,11,5,IBA,Kobi Oshrat,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,92378202-dfc0-3360-ae2f-2b2e33ecd023,Olé Olé,/participant/izhar-cohen,Hamutal Ben Ze'ev
Al Bano and Romina Power,Italy,78,12,7,RAI,"Dario Farina, Michael Hoffmann",5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,cf0f42e0-c1f2-3d63-bdf1-356cbd93592e,"Magic, Oh Magic",/participant/al-bano-and-romina-power,Christiano Minellono
Bobbysocks,Norway,123,13,1,NRK,Rolf Løvland,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,718ebb76-173b-30ab-9da5-0bef1e635a1d,La Det Swinge,/participant/bobbysocks,-
Vikki,United Kingdom,100,14,4,BBC,"Vikki Watson, James Kaleth",5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,791ada7e-6d5f-3a9f-a2b5-54afa8972ed0,Love Is...,/participant/vikki,-
Mariella Farré and Pino Gasparini,Switzerland,39,15,12,SSR SRG,Anita Kerr,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,75f09928-ed0c-3187-ae2a-836988822ba8,Piano Piano,/participant/mariella-farre-and-pino-gasparini,Trudi Müller-Bosshard
Kikki Danielsson,Sweden,103,16,3,SVT,Lasse Holm,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,5e9eaa51-cc55-3de7-8b40-41889424ece2,Bra Vibrationer,/participant/kikki-danielsson,"Ingela ""Pling"" Forsman"
Gary Lux,Austria,60,17,8,ORF,"Mick Jackson, Geoff Bastow",5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,fdf2f8e3-10f9-3c42-9db5-aaf5e64d2725,Kinder Dieser Welt,/participant/gary-lux,Michael Kunze
"Margo, Franck Olivier, Diane Solomon, Ireen Sheer, Malcolm Roberts and Chris Roberts",Luxembourg,37,18,13,CLT,Ralph Siegel,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,6bca82b6-9d4a-38d6-a49e-2f82d198291b,"Children, Kinder, Enfants",/participant/margo-franck-olivier-diane-solomon-ireen-sheer-malcolm-roberts-and-chris-roberts,"Bernd Meinunger, Jean-Michel Bériat"
Takis Biniaris,Greece,15,19,16,ERT,Takis Biniaris,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,1b15a3a8-e329-309d-97f1-9e5b2e697ec2,Miazoume,/participant/takis-biniaris,Maro Bizani
Herrey's,Sweden,145,01,1,SVT,Torgny Söderberg,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,f158635b-572b-3faa-be94-26d3945737a2,Diggi-loo Diggy-ley,/participant/herrey-s,Britt Lindeborg
Sophie Carle,Luxembourg,39,02,10,CLT,Jean-Pierre Goussaud,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,fd6fdc11-6584-3636-a5d5-28117e563cfc,100% D'amour,/participant/sophie-carle,"Jean-Michel Bériat, Patrick Jaymes"
Annick Thoumazeau,France,61,03,8,A2F,Vladimir Cosma,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,1d6bff95-e52d-3941-b7f0-fbe9b535aacd,Autant D'amoureux Que D'étoiles,/participant/annick-thoumazeau,Charles Level
Bravo,Spain,106,04,3,TVE,Miguel Blasco Larami,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,9d595671-f180-3868-b5bd-6de2ffc57365,"Lady, Lady",/participant/bravo,Amaia Saizar
